FILE                     	INSTRUME                 	DATE_OBS                 	XCEN                   	YCEN                   	FOVX                   	FOVY                  
eis_l0_20110123_132057        	EIS                           	2011-01-23 13:20:57           	371.611                       	412.886                       	89.856                        	296.000                       
eis_l0_20110123_131951        	EIS                           	2011-01-23 13:19:51           	371.457                       	412.731                       	89.856                        	296.000                       
eis_l0_20110123_131844        	EIS                           	2011-01-23 13:18:44           	371.302                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_131737        	EIS                           	2011-01-23 13:17:37           	371.225                       	412.809                       	89.856                        	296.000                       
eis_l0_20110123_131631        	EIS                           	2011-01-23 13:16:31           	371.071                       	412.809                       	89.856                        	296.000                       
eis_l0_20110123_131524        	EIS                           	2011-01-23 13:15:24           	370.993                       	412.809                       	89.856                        	296.000                       
eis_l0_20110123_131417        	EIS                           	2011-01-23 13:14:17           	370.762                       	412.886                       	89.856                        	296.000                       
eis_l0_20110123_131311        	EIS                           	2011-01-23 13:13:11           	370.607                       	412.886                       	89.856                        	296.000                       
eis_l0_20110123_131204        	EIS                           	2011-01-23 13:12:04           	370.453                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_131057        	EIS                           	2011-01-23 13:10:57           	370.221                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_130950        	EIS                           	2011-01-23 13:09:50           	370.221                       	412.809                       	89.856                        	296.000                       
eis_l0_20110123_130844        	EIS                           	2011-01-23 13:08:44           	369.989                       	412.886                       	89.856                        	296.000                       
eis_l0_20110123_130737        	EIS                           	2011-01-23 13:07:37           	369.912                       	412.886                       	89.856                        	296.000                       
eis_l0_20110123_130630        	EIS                           	2011-01-23 13:06:30           	369.757                       	412.886                       	89.856                        	296.000                       
eis_l0_20110123_130524        	EIS                           	2011-01-23 13:05:24           	369.603                       	412.886                       	89.856                        	296.000                       
eis_l0_20110123_130417        	EIS                           	2011-01-23 13:04:17           	369.448                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_130310        	EIS                           	2011-01-23 13:03:10           	369.371                       	412.886                       	89.856                        	296.000                       
eis_l0_20110123_130204        	EIS                           	2011-01-23 13:02:04           	369.139                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_130057        	EIS                           	2011-01-23 13:00:57           	368.985                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_125950        	EIS                           	2011-01-23 12:59:50           	368.985                       	412.809                       	89.856                        	296.000                       
eis_l0_20110123_125844        	EIS                           	2011-01-23 12:58:44           	361.028                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_125737        	EIS                           	2011-01-23 12:57:37           	361.028                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_125630        	EIS                           	2011-01-23 12:56:30           	368.444                       	412.886                       	89.856                        	296.000                       
eis_l0_20110123_125523        	EIS                           	2011-01-23 12:55:23           	368.290                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_125417        	EIS                           	2011-01-23 12:54:17           	368.135                       	413.040                       	89.856                        	296.000                       
eis_l0_20110123_125310        	EIS                           	2011-01-23 12:53:10           	367.981                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_125203        	EIS                           	2011-01-23 12:52:03           	367.826                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_125057        	EIS                           	2011-01-23 12:50:57           	367.672                       	413.040                       	89.856                        	296.000                       
eis_l0_20110123_124950        	EIS                           	2011-01-23 12:49:50           	367.517                       	413.040                       	89.856                        	296.000                       
eis_l0_20110123_124844        	EIS                           	2011-01-23 12:48:44           	367.363                       	412.886                       	89.856                        	296.000                       
eis_l0_20110123_124737        	EIS                           	2011-01-23 12:47:37           	367.285                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_124630        	EIS                           	2011-01-23 12:46:30           	367.131                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_124524        	EIS                           	2011-01-23 12:45:24           	367.054                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_124417        	EIS                           	2011-01-23 12:44:17           	366.745                       	413.117                       	89.856                        	296.000                       
eis_l0_20110123_124310        	EIS                           	2011-01-23 12:43:10           	366.667                       	413.040                       	89.856                        	296.000                       
eis_l0_20110123_124204        	EIS                           	2011-01-23 12:42:04           	366.590                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_124057        	EIS                           	2011-01-23 12:40:57           	361.028                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_123950        	EIS                           	2011-01-23 12:39:50           	361.028                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_123844        	EIS                           	2011-01-23 12:38:44           	366.049                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_123737        	EIS                           	2011-01-23 12:37:37           	366.049                       	413.040                       	89.856                        	296.000                       
eis_l0_20110123_123630        	EIS                           	2011-01-23 12:36:30           	365.818                       	413.117                       	89.856                        	296.000                       
eis_l0_20110123_123524        	EIS                           	2011-01-23 12:35:24           	365.663                       	412.963                       	89.856                        	296.000                       
eis_l0_20110123_123417        	EIS                           	2011-01-23 12:34:17           	365.509                       	413.117                       	89.856                        	296.000                       
eis_l0_20110123_123311        	EIS                           	2011-01-23 12:33:11           	365.432                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_123204        	EIS                           	2011-01-23 12:32:04           	365.277                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_123057        	EIS                           	2011-01-23 12:30:57           	365.045                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_122951        	EIS                           	2011-01-23 12:29:51           	364.891                       	413.117                       	89.856                        	296.000                       
eis_l0_20110123_122844        	EIS                           	2011-01-23 12:28:44           	364.814                       	413.117                       	89.856                        	296.000                       
eis_l0_20110123_122738        	EIS                           	2011-01-23 12:27:38           	364.582                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_122631        	EIS                           	2011-01-23 12:26:31           	364.505                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_122524        	EIS                           	2011-01-23 12:25:24           	364.350                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_122418        	EIS                           	2011-01-23 12:24:18           	364.196                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_122311        	EIS                           	2011-01-23 12:23:11           	364.041                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_122204        	EIS                           	2011-01-23 12:22:04           	363.809                       	413.117                       	89.856                        	296.000                       
eis_l0_20110123_122058        	EIS                           	2011-01-23 12:20:58           	363.809                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_121951        	EIS                           	2011-01-23 12:19:51           	363.732                       	413.117                       	89.856                        	296.000                       
eis_l0_20110123_121845        	EIS                           	2011-01-23 12:18:45           	363.500                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_121738        	EIS                           	2011-01-23 12:17:38           	363.346                       	413.117                       	89.856                        	296.000                       
eis_l0_20110123_121632        	EIS                           	2011-01-23 12:16:32           	363.114                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_121525        	EIS                           	2011-01-23 12:15:25           	363.037                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_121418        	EIS                           	2011-01-23 12:14:18           	362.960                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_121312        	EIS                           	2011-01-23 12:13:12           	362.728                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_121205        	EIS                           	2011-01-23 12:12:05           	362.651                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_121058        	EIS                           	2011-01-23 12:10:58           	362.496                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_120952        	EIS                           	2011-01-23 12:09:52           	362.264                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_120845        	EIS                           	2011-01-23 12:08:45           	362.187                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_120738        	EIS                           	2011-01-23 12:07:38           	361.955                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_120632        	EIS                           	2011-01-23 12:06:32           	361.878                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_120525        	EIS                           	2011-01-23 12:05:25           	361.724                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_120418        	EIS                           	2011-01-23 12:04:18           	361.492                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_120312        	EIS                           	2011-01-23 12:03:12           	361.415                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_120205        	EIS                           	2011-01-23 12:02:05           	361.260                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_120059        	EIS                           	2011-01-23 12:00:59           	361.106                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_115952        	EIS                           	2011-01-23 11:59:52           	361.028                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_115845        	EIS                           	2011-01-23 11:58:45           	360.797                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_115739        	EIS                           	2011-01-23 11:57:39           	360.642                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_115632        	EIS                           	2011-01-23 11:56:32           	360.488                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_115525        	EIS                           	2011-01-23 11:55:25           	360.410                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_115419        	EIS                           	2011-01-23 11:54:19           	360.256                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_115312        	EIS                           	2011-01-23 11:53:12           	360.179                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_115205        	EIS                           	2011-01-23 11:52:05           	359.947                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_115059        	EIS                           	2011-01-23 11:50:59           	359.792                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_114952        	EIS                           	2011-01-23 11:49:52           	359.638                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_114845        	EIS                           	2011-01-23 11:48:45           	359.561                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_114739        	EIS                           	2011-01-23 11:47:39           	359.406                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_114632        	EIS                           	2011-01-23 11:46:32           	359.252                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_114525        	EIS                           	2011-01-23 11:45:25           	359.020                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_114419        	EIS                           	2011-01-23 11:44:19           	358.943                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_114312        	EIS                           	2011-01-23 11:43:12           	358.865                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_114205        	EIS                           	2011-01-23 11:42:05           	358.634                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_114059        	EIS                           	2011-01-23 11:40:59           	358.556                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_113952        	EIS                           	2011-01-23 11:39:52           	358.402                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_113845        	EIS                           	2011-01-23 11:38:45           	358.170                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_113739        	EIS                           	2011-01-23 11:37:39           	358.093                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_113632        	EIS                           	2011-01-23 11:36:32           	357.939                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_113525        	EIS                           	2011-01-23 11:35:25           	357.784                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_113419        	EIS                           	2011-01-23 11:34:19           	357.630                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_113312        	EIS                           	2011-01-23 11:33:12           	357.475                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_113205        	EIS                           	2011-01-23 11:32:05           	357.321                       	413.195                       	89.856                        	296.000                       
eis_l0_20110123_113058        	EIS                           	2011-01-23 11:30:58           	357.166                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_112952        	EIS                           	2011-01-23 11:29:52           	357.089                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_112845        	EIS                           	2011-01-23 11:28:45           	356.857                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_112738        	EIS                           	2011-01-23 11:27:38           	356.780                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_112632        	EIS                           	2011-01-23 11:26:32           	356.625                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_112525        	EIS                           	2011-01-23 11:25:25           	356.471                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_112418        	EIS                           	2011-01-23 11:24:18           	356.316                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_112312        	EIS                           	2011-01-23 11:23:12           	356.162                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_112205        	EIS                           	2011-01-23 11:22:05           	356.007                       	413.504                       	89.856                        	296.000                       
eis_l0_20110123_112058        	EIS                           	2011-01-23 11:20:58           	355.853                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_111952        	EIS                           	2011-01-23 11:19:52           	355.776                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_111845        	EIS                           	2011-01-23 11:18:45           	355.544                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_111739        	EIS                           	2011-01-23 11:17:39           	355.389                       	413.349                       	89.856                        	296.000                       
eis_l0_20110123_111632        	EIS                           	2011-01-23 11:16:32           	355.312                       	413.504                       	89.856                        	296.000                       
eis_l0_20110123_111525        	EIS                           	2011-01-23 11:15:25           	355.080                       	413.504                       	89.856                        	296.000                       
eis_l0_20110123_111419        	EIS                           	2011-01-23 11:14:19           	355.003                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_111312        	EIS                           	2011-01-23 11:13:12           	354.771                       	413.272                       	89.856                        	296.000                       
eis_l0_20110123_111205        	EIS                           	2011-01-23 11:12:05           	354.617                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_111059        	EIS                           	2011-01-23 11:10:59           	354.540                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_110952        	EIS                           	2011-01-23 11:09:52           	354.385                       	413.504                       	89.856                        	296.000                       
eis_l0_20110123_110845        	EIS                           	2011-01-23 11:08:45           	354.153                       	413.581                       	89.856                        	296.000                       
eis_l0_20110123_110739        	EIS                           	2011-01-23 11:07:39           	354.076                       	413.504                       	89.856                        	296.000                       
eis_l0_20110123_110632        	EIS                           	2011-01-23 11:06:32           	353.922                       	413.504                       	89.856                        	296.000                       
eis_l0_20110123_110525        	EIS                           	2011-01-23 11:05:25           	353.767                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_110419        	EIS                           	2011-01-23 11:04:19           	353.613                       	413.581                       	89.856                        	296.000                       
eis_l0_20110123_110312        	EIS                           	2011-01-23 11:03:12           	353.381                       	413.581                       	89.856                        	296.000                       
eis_l0_20110123_110205        	EIS                           	2011-01-23 11:02:05           	353.381                       	413.504                       	89.856                        	296.000                       
eis_l0_20110123_110059        	EIS                           	2011-01-23 11:00:59           	353.226                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_105952        	EIS                           	2011-01-23 10:59:52           	353.072                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_105845        	EIS                           	2011-01-23 10:58:45           	352.917                       	413.504                       	89.856                        	296.000                       
eis_l0_20110123_105739        	EIS                           	2011-01-23 10:57:39           	352.763                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_105632        	EIS                           	2011-01-23 10:56:32           	352.686                       	413.427                       	89.856                        	296.000                       
eis_l0_20110123_105526        	EIS                           	2011-01-23 10:55:26           	352.531                       	413.504                       	89.856                        	296.000                       
eis_l0_20110123_105419        	EIS                           	2011-01-23 10:54:19           	352.377                       	413.504                       	89.856                        	296.000                       
eis_l0_20110123_105312        	EIS                           	2011-01-23 10:53:12           	352.222                       	413.504                       	89.856                        	296.000                       
eis_l0_20110123_105206        	EIS                           	2011-01-23 10:52:06           	352.068                       	413.658                       	89.856                        	296.000                       
eis_l0_20110123_105059        	EIS                           	2011-01-23 10:50:59           	351.913                       	413.658                       	89.856                        	296.000                       
eis_l0_20110123_104952        	EIS                           	2011-01-23 10:49:52           	351.681                       	413.658                       	89.856                        	296.000                       
eis_l0_20110123_104846        	EIS                           	2011-01-23 10:48:46           	351.681                       	413.581                       	89.856                        	296.000                       
eis_l0_20110123_104739        	EIS                           	2011-01-23 10:47:39           	351.450                       	413.581                       	89.856                        	296.000                       
eis_l0_20110123_104632        	EIS                           	2011-01-23 10:46:32           	351.295                       	413.735                       	89.856                        	296.000                       
eis_l0_20110123_104526        	EIS                           	2011-01-23 10:45:26           	351.141                       	413.581                       	89.856                        	296.000                       
eis_l0_20110123_104420        	EIS                           	2011-01-23 10:44:20           	351.063                       	413.581                       	89.856                        	296.000                       
eis_l0_20110123_104313        	EIS                           	2011-01-23 10:43:13           	350.909                       	413.581                       	89.856                        	296.000                       
eis_l0_20110123_104206        	EIS                           	2011-01-23 10:42:06           	350.832                       	413.581                       	89.856                        	296.000                       
eis_l0_20110123_104100        	EIS                           	2011-01-23 10:41:00           	350.600                       	413.658                       	89.856                        	296.000                       
eis_l0_20110123_103953        	EIS                           	2011-01-23 10:39:53           	350.445                       	413.658                       	89.856                        	296.000                       
eis_l0_20110123_103846        	EIS                           	2011-01-23 10:38:46           	350.368                       	413.581                       	89.856                        	296.000                       
eis_l0_20110123_103740        	EIS                           	2011-01-23 10:37:40           	350.137                       	413.813                       	89.856                        	296.000                       
eis_l0_20110123_103633        	EIS                           	2011-01-23 10:36:33           	350.059                       	413.658                       	89.856                        	296.000                       
eis_l0_20110123_103526        	EIS                           	2011-01-23 10:35:26           	349.828                       	413.735                       	89.856                        	296.000                       
eis_l0_20110123_103420        	EIS                           	2011-01-23 10:34:20           	349.750                       	413.658                       	89.856                        	296.000                       
eis_l0_20110123_103313        	EIS                           	2011-01-23 10:33:13           	349.673                       	413.658                       	89.856                        	296.000                       
eis_l0_20110123_103206        	EIS                           	2011-01-23 10:32:06           	349.441                       	413.658                       	89.856                        	296.000                       
eis_l0_20110123_103100        	EIS                           	2011-01-23 10:31:00           	349.287                       	413.890                       	89.856                        	296.000                       
eis_l0_20110123_102953        	EIS                           	2011-01-23 10:29:53           	349.055                       	413.735                       	89.856                        	296.000                       
eis_l0_20110123_102847        	EIS                           	2011-01-23 10:28:47           	348.978                       	413.735                       	89.856                        	296.000                       
eis_l0_20110123_102740        	EIS                           	2011-01-23 10:27:40           	348.823                       	413.735                       	89.856                        	296.000                       
eis_l0_20110123_102633        	EIS                           	2011-01-23 10:26:33           	348.592                       	413.658                       	89.856                        	296.000                       
eis_l0_20110123_102134        	EIS                           	2011-01-23 10:21:34           	345.465                       	421.735                       	519.168                       	512.000                       
eis_l0_20110123_060315        	EIS                           	2011-01-23 06:03:15           	-0.098                        	-0.423                        	1.000                         	256.000                       
eis_l0_20110123_060134        	EIS                           	2011-01-23 06:01:34           	-19.521                       	-0.577                        	40.000                        	256.000                       
eis_l0_20110122_174301        	EIS                           	2011-01-22 17:43:01           	-0.175                        	-0.500                        	1.000                         	256.000                       
eis_l0_20110122_174120        	EIS                           	2011-01-22 17:41:20           	-19.521                       	-0.500                        	40.000                        	256.000                       
eis_l0_20110122_151214        	EIS                           	2011-01-22 15:12:14           	206.208                       	425.598                       	119.808                       	160.000                       
eis_l0_20110122_143258        	EIS                           	2011-01-22 14:32:58           	199.725                       	425.675                       	59.904                        	368.000                       
eis_l0_20110122_142731        	EIS                           	2011-01-22 14:27:31           	198.798                       	425.675                       	59.904                        	368.000                       
eis_l0_20110122_142204        	EIS                           	2011-01-22 14:22:04           	198.180                       	425.598                       	59.904                        	368.000                       
eis_l0_20110122_141637        	EIS                           	2011-01-22 14:16:37           	197.331                       	425.675                       	59.904                        	368.000                       
eis_l0_20110122_141110        	EIS                           	2011-01-22 14:11:10           	196.558                       	425.675                       	59.904                        	368.000                       
eis_l0_20110122_140544        	EIS                           	2011-01-22 14:05:44           	195.863                       	425.675                       	59.904                        	368.000                       
eis_l0_20110122_140017        	EIS                           	2011-01-22 14:00:17           	195.013                       	425.752                       	59.904                        	368.000                       
eis_l0_20110122_135450        	EIS                           	2011-01-22 13:54:50           	194.241                       	425.675                       	59.904                        	368.000                       
eis_l0_20110122_134923        	EIS                           	2011-01-22 13:49:23           	193.546                       	425.675                       	59.904                        	368.000                       
eis_l0_20110122_134357        	EIS                           	2011-01-22 13:43:57           	192.696                       	425.752                       	59.904                        	368.000                       
eis_l0_20110122_133830        	EIS                           	2011-01-22 13:38:30           	192.001                       	425.752                       	59.904                        	368.000                       
eis_l0_20110122_133303        	EIS                           	2011-01-22 13:33:03           	191.228                       	425.830                       	59.904                        	368.000                       
eis_l0_20110122_132736        	EIS                           	2011-01-22 13:27:36           	190.378                       	425.752                       	59.904                        	368.000                       
eis_l0_20110122_132210        	EIS                           	2011-01-22 13:22:10           	189.683                       	425.830                       	59.904                        	368.000                       
eis_l0_20110122_131643        	EIS                           	2011-01-22 13:16:43           	188.911                       	425.907                       	59.904                        	368.000                       
eis_l0_20110122_131116        	EIS                           	2011-01-22 13:11:16           	188.061                       	425.984                       	59.904                        	368.000                       
eis_l0_20110122_130549        	EIS                           	2011-01-22 13:05:49           	187.366                       	425.907                       	59.904                        	368.000                       
eis_l0_20110122_130022        	EIS                           	2011-01-22 13:00:22           	186.593                       	425.907                       	59.904                        	368.000                       
eis_l0_20110122_125456        	EIS                           	2011-01-22 12:54:56           	185.821                       	425.907                       	59.904                        	368.000                       
eis_l0_20110122_124929        	EIS                           	2011-01-22 12:49:29           	184.971                       	425.907                       	59.904                        	368.000                       
eis_l0_20110122_124402        	EIS                           	2011-01-22 12:44:02           	184.276                       	425.752                       	59.904                        	368.000                       
eis_l0_20110122_123835        	EIS                           	2011-01-22 12:38:35           	183.503                       	425.752                       	59.904                        	368.000                       
eis_l0_20110122_123309        	EIS                           	2011-01-22 12:33:09           	182.731                       	425.830                       	59.904                        	368.000                       
eis_l0_20110122_122742        	EIS                           	2011-01-22 12:27:42           	181.881                       	425.984                       	59.904                        	368.000                       
eis_l0_20110122_122215        	EIS                           	2011-01-22 12:22:15           	181.186                       	425.907                       	59.904                        	368.000                       
eis_l0_20110122_121648        	EIS                           	2011-01-22 12:16:48           	180.336                       	425.907                       	59.904                        	368.000                       
eis_l0_20110122_121121        	EIS                           	2011-01-22 12:11:21           	179.564                       	425.984                       	59.904                        	368.000                       
eis_l0_20110122_120554        	EIS                           	2011-01-22 12:05:54           	178.791                       	425.907                       	59.904                        	368.000                       
eis_l0_20110122_120027        	EIS                           	2011-01-22 12:00:27           	178.096                       	425.984                       	59.904                        	368.000                       
eis_l0_20110122_094714        	EIS                           	2011-01-22 09:47:14           	160.328                       	426.216                       	239.616                       	512.000                       
eis_l0_20110122_054101        	EIS                           	2011-01-22 05:41:01           	-0.252                        	-0.500                        	1.000                         	256.000                       
eis_l0_20110122_053920        	EIS                           	2011-01-22 05:39:20           	-19.598                       	-0.346                        	40.000                        	256.000                       
eis_l0_20110122_003657        	EIS                           	2011-01-22 00:36:57           	829.846                       	-467.385                      	323.482                       	376.000                       
eis_l0_20110122_003106        	EIS                           	2011-01-22 00:31:06           	917.955                       	-430.385                      	179.712                       	160.000                       
eis_l0_20110122_002516        	EIS                           	2011-01-22 00:25:16           	917.955                       	-430.462                      	179.712                       	160.000                       
eis_l0_20110122_001927        	EIS                           	2011-01-22 00:19:27           	917.955                       	-430.307                      	179.712                       	160.000                       
eis_l0_20110122_001337        	EIS                           	2011-01-22 00:13:37           	917.878                       	-430.230                      	179.712                       	160.000                       
eis_l0_20110122_000747        	EIS                           	2011-01-22 00:07:47           	917.955                       	-430.385                      	179.712                       	160.000                       
eis_l0_20110122_000158        	EIS                           	2011-01-22 00:01:58           	917.878                       	-430.307                      	179.712                       	160.000                       
eis_l0_20110121_235608        	EIS                           	2011-01-21 23:56:08           	917.955                       	-430.307                      	179.712                       	160.000                       
eis_l0_20110121_235019        	EIS                           	2011-01-21 23:50:19           	917.955                       	-430.385                      	179.712                       	160.000                       
eis_l0_20110121_234429        	EIS                           	2011-01-21 23:44:29           	917.955                       	-430.385                      	179.712                       	160.000                       
eis_l0_20110121_233840        	EIS                           	2011-01-21 23:38:40           	917.878                       	-430.307                      	179.712                       	160.000                       
eis_l0_20110121_233251        	EIS                           	2011-01-21 23:32:51           	917.955                       	-430.385                      	179.712                       	160.000                       
